date,value
2020-07-28,0
2020-07-27,0
2020-07-26,0
2020-07-25,0
2020-07-24,1190.632
2020-07-23,1182.762
2020-07-22,1175.295
2020-07-21,1187.8
2020-07-20,1195.212
2020-07-19,1181.108
2020-07-18,1155.79
2020-07-17,1205.407
2020-07-16,1202.013
2020-07-15,1239.81
2020-07-14,1215.865
