start,duration,value
2020-07-20T19:23:00+02:00,"[60,60,60,60]","[6.28,13.85,13.02,21.99]"
2020-07-20T19:30:00+02:00,[60],[4.14]
2020-07-20T19:41:00+02:00,"[60,60,60]","[0,5.75,15.58]"
2020-07-20T20:09:00+02:00,[60],[8.69]
2020-07-20T20:13:00+02:00,"[60,60]","[13.41,0]"
2020-07-20T20:48:00+02:00,[60],[18.9]
2020-07-20T21:16:00+02:00,[60],[4.43]
2020-07-20T21:27:00+02:00,"[60,60]","[5.9,0]"
2020-07-20T21:31:00+02:00,[60],[26.48]
2020-07-21T08:35:00+02:00,"[60,60,60,60]","[43.79,6.47,5.93,6.56]"
2020-07-21T08:40:00+02:00,"[60,60,60,60,60,60,60,60,60,60]","[34.6,12.23,49.1,25.75,19.06,61.64,49.99,68.4,41.08,5.35]"
2020-07-21T08:53:00+02:00,[60],[5.1]
2020-07-21T08:55:00+02:00,"[60,60]","[7.71,5.46]"
2020-07-21T08:58:00+02:00,"[60,60]","[0,0]"
2020-07-21T09:16:00+02:00,[60],[7.29]
2020-07-21T09:18:00+02:00,"[60,60,60,60,60,60,60,60]","[45.82,0,6.65,10.65,15.21,21.35,50.12,7.42]"
2020-07-21T09:27:00+02:00,"[60,60]","[9.27,50.18]"
2020-07-21T09:29:00+02:00,[60],[18.92]
2020-07-21T09:35:00+02:00,[60],[12.01]
2020-07-21T09:37:00+02:00,[60],[0]
2020-07-21T09:42:00+02:00,[60],[9.08]
2020-07-21T09:47:00+02:00,"[60,60]","[39.37,17.92]"
2020-07-21T09:50:00+02:00,[60],[9.84]
2020-07-21T10:00:00+02:00,[60],[5.79]
2020-07-21T10:40:00+02:00,"[60,60,60,60]","[12.1,9.12,40.74,29.78]"
2020-07-21T10:47:00+02:00,"[60,60]","[25.86,10.48]"
2020-07-21T11:01:00+02:00,[60],[8.2]
2020-07-21T11:06:00+02:00,[60],[4.6]
2020-07-21T11:12:00+02:00,[60],[0]
2020-07-21T11:33:00+02:00,[60],[0]
2020-07-21T12:05:00+02:00,"[60,60,60]","[33.85,92.8,72.3]"
2020-07-21T12:15:00+02:00,"[60,60,60,60,60,60]","[57.8,66.36,63.58,57.49,0,20.6]"
2020-07-21T12:23:00+02:00,[60],[5.84]
2020-07-21T12:48:00+02:00,"[60,60]","[0,0]"
2020-07-21T12:58:00+02:00,[60],[0]
2020-07-21T13:50:00+02:00,"[60,60]","[7.42,8.4]"
2020-07-21T14:23:00+02:00,[60],[16.149]
2020-07-21T14:25:00+02:00,"[60,60]","[4.4,0]"
2020-07-21T14:39:00+02:00,[60],[4.34]
2020-07-21T14:59:00+02:00,"[60,60,60,60,60,60,60,60]","[4.63,82.23,80.57,21.18,22.42,80.24,76.4,20.37]"
2020-07-21T15:10:00+02:00,"[60,60]","[9.51,10.25]"
2020-07-21T15:59:00+02:00,[60],[8.2]
2020-07-21T16:38:00+02:00,"[60,60,60,60]","[3.92,9.72,5.35,0]"
2020-07-21T16:44:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[21.1,46.24,57.91,42.4,21.17,52,68.62,85.31,49.23,14.79,19.24]"
2020-07-21T17:00:00+02:00,[60],[0]
2020-07-21T17:05:00+02:00,[60],[3.99]
2020-07-21T17:07:00+02:00,[60],[0]
2020-07-21T17:10:00+02:00,[60],[5.39]
2020-07-21T17:15:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60]","[12.41,6.31,11.66,12.23,29.63,0,0,7.02,12.54,5.11,0,0,0]"
2020-07-21T17:29:00+02:00,"[60,60,60,60]","[14.95,9.57,24.49,0]"
2020-07-21T17:34:00+02:00,[60],[7.63]
2020-07-21T17:40:00+02:00,"[60,60]","[15.44,9.57]"
2020-07-21T17:43:00+02:00,"[60,60,60,60,60,60,60]","[3.61,34.78,38.73,8.44,15.08,0,5.78]"
2020-07-21T17:56:00+02:00,"[60,60]","[4.18,9]"
2020-07-21T18:16:00+02:00,"[60,60,60]","[8.92,21.43,16.35]"
2020-07-21T18:25:00+02:00,[60],[19.61]
2020-07-21T18:29:00+02:00,[60],[9.12]
2020-07-21T18:38:00+02:00,"[60,60,60,60]","[9.46,17.12,7.11,5.15]"
2020-07-21T18:43:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[30.04,34.04,24.43,11.54,60.17,32.14,25.41,27.87,61.13,34.82,31.98,53.61,10.17,0,0,31.57]"
2020-07-21T18:59:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[51.52,44.13,42.59,19.65,3.7,22.3,29.62,22.67,48.77,64.489,6.17,27.68,42.75,56.38,31.7,44.49,4.1,56.98,32.56,49.79,29.81,45.01,23.95,6.27,0,6.15]"
2020-07-21T19:31:00+02:00,[60],[6.9]
2020-07-21T19:43:00+02:00,[60],[4.74]
2020-07-21T19:45:00+02:00,[60],[11]
2020-07-21T19:55:00+02:00,"[60,60,60]","[11.6,15.08,6.19]"
2020-07-21T20:09:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[5.76,11.83,28.59,10.53,5.92,4.34,51.6,21.99,21.82,13.48,25.85]"
2020-07-21T20:21:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[37.59,10.09,33.59,28.57,37.92,49.85,37.9,34.3,16.219,13.26,15.04,7.37,11.18,72.99,65.25,22.16,13.86,29.6,16.64,59.02,18.16,3.64]"
2020-07-21T20:44:00+02:00,"[60,60,60]","[21.96,14.44,24.45]"
2020-07-21T20:50:00+02:00,[60],[23.6]
2020-07-21T20:52:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[11.76,39.86,20.02,23.24,30.74,45.92,26.85,25.2,21.54,33.8,31.11,51.87,35.69,12.7,10.93,58.27,34.16,23.79,42.9,67.36,44.37,12.78,15.13,48.05,47.53,21.32,8.119,27.36,33.64,15.24,19.78,22.79,18.66,34.2,45.94,10.45,11.21,16.29,46.07,19.06,31.07,1.59,16.81,43.35,26.44,18.99,15.82,29.77,26.97,14.03,39.16,31.54,23.24,44.42,13.55,28.53,39.67,28.84,46.01,54.69,37.6,26.52,24.12,15.98,48.77,29.92,0]"
2020-07-21T21:59:00+02:00,[60],[23.33]
2020-07-21T22:01:00+02:00,[60],[20.47]
2020-07-21T22:19:00+02:00,[60],[7.57]
2020-07-21T22:27:00+02:00,"[60,60]","[3.85,4.14]"
2020-07-21T22:30:00+02:00,[60],[5.4]
2020-07-21T22:33:00+02:00,"[60,60,60]","[18.33,14.2,20.2]"
2020-07-21T22:40:00+02:00,[60],[12.5]
2020-07-21T22:42:00+02:00,"[60,60]","[3.82,4.53]"
2020-07-21T22:45:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[0,23.36,14.19,33.08,46.86,18.02,0,0,0,0,0,0,0,0,0,4.53,70.66,73.85,65.14,39.46,68.33,61.47,33.08,60.16,30.42,61.78,26.9,0]"
2020-07-21T23:14:00+02:00,"[60,60,60,60]","[18.64,64.629,58.9,10.14]"
2020-07-21T23:20:00+02:00,"[60,60,60,60]","[9.8,14.9,33.97,0]"
2020-07-21T23:26:00+02:00,"[60,60,60]","[11.28,41,5.66]"
2020-07-22T08:13:00+02:00,[60],[3.88]
2020-07-22T08:17:00+02:00,[60],[11.46]
2020-07-22T08:19:00+02:00,"[60,60,60,60]","[12.05,4.39,46.42,0.64]"
2020-07-22T08:24:00+02:00,[60],[6.02]
2020-07-22T08:27:00+02:00,"[60,60,60,60,60,60,60,60,60,60]","[14.36,9.24,16.3,25.8,0,10.37,72.24,88.68,42.1,0]"
2020-07-22T08:38:00+02:00,"[60,60,60,60,60,60,60,60]","[30.87,55.66,61.01,31.36,34.72,6.85,1.33,7.74]"
2020-07-22T09:04:00+02:00,"[60,60,60]","[9.37,18.16,30.13]"
2020-07-22T09:11:00+02:00,"[60,60]","[38.69,14.67]"
2020-07-22T09:14:00+02:00,"[60,60]","[10.51,17.32]"
2020-07-22T09:16:00+02:00,[60],[17.04]
2020-07-22T09:19:00+02:00,[60],[6.35]
2020-07-22T09:21:00+02:00,[60],[6.52]
2020-07-22T09:43:00+02:00,[60],[4.39]
2020-07-22T09:48:00+02:00,"[60,60,60,60]","[13.81,35.5,30.94,13.16]"
2020-07-22T09:53:00+02:00,[60],[0]
2020-07-22T09:55:00+02:00,"[60,60]","[0,6.07]"
2020-07-22T09:58:00+02:00,[60],[6.07]
2020-07-22T10:25:00+02:00,[60],[5.07]
2020-07-22T10:36:00+02:00,[60],[4.23]
2020-07-22T10:38:00+02:00,"[60,60]","[5.4,5.53]"
2020-07-22T10:43:00+02:00,[60],[4.97]
2020-07-22T10:46:00+02:00,[60],[8.32]
2020-07-22T10:58:00+02:00,[60],[5.16]
2020-07-22T11:05:00+02:00,[60],[5.54]
2020-07-22T11:09:00+02:00,[60],[0]
2020-07-22T11:14:00+02:00,"[60,60,60,60,60]","[7.46,34.01,17.2,6.38,5.98]"
2020-07-22T11:52:00+02:00,"[60,60]","[13.06,14.95]"
2020-07-22T11:55:00+02:00,"[60,60]","[25.36,0]"
2020-07-22T11:58:00+02:00,"[60,60,60,60,60,60,60,60,60]","[57.22,58.39,66.91,91.02,78.66,80.43,82.69,27.34,0]"
2020-07-22T12:12:00+02:00,"[60,60]","[4.79,7.1]"
2020-07-22T12:15:00+02:00,[60],[11]
2020-07-22T12:22:00+02:00,[60],[8.93]
2020-07-22T12:34:00+02:00,[60],[9.16]
2020-07-22T12:37:00+02:00,"[60,60,60,60,60,60,60,60,60,60]","[4.22,42.64,75.73,81.33,92.07,83.6,86.72,81.07,71.1,45.57]"
2020-07-22T12:48:00+02:00,"[60,60]","[5.93,10.86]"
2020-07-22T13:00:00+02:00,[60],[8.36]
2020-07-22T13:36:00+02:00,[60],[3.61]
2020-07-22T13:54:00+02:00,"[60,60,60,60,60]","[22.92,65.99,0,8.24,9.51]"
2020-07-22T14:42:00+02:00,"[60,60,60]","[4.26,21.18,0]"
2020-07-22T14:47:00+02:00,"[60,60,60,60,60]","[6.11,10.01,5.66,67.11,66.86]"
2020-07-22T14:54:00+02:00,"[60,60,60,60]","[55.4,67.15,59.23,43.56]"
2020-07-22T14:59:00+02:00,"[60,60]","[21.34,20.74]"
2020-07-22T15:56:00+02:00,"[60,60,60,60]","[6.11,4.68,11.01,24.81]"
2020-07-22T16:03:00+02:00,[60],[6.39]
2020-07-22T16:13:00+02:00,[60],[14.08]
2020-07-22T16:19:00+02:00,[60],[10.9]
2020-07-22T16:23:00+02:00,"[60,60]","[16.25,7.22]"
2020-07-22T17:51:00+02:00,"[60,60]","[9.93,36.73]"
2020-07-22T18:03:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[24.87,0,28.03,77.22,38.53,29.82,11.09,17.2,15.36,49.77,32.189,33.69,49.43,53.8,17.7,35.55,20.98,23.69,26.19,0,5.67,27.15,57.36,40.56,3.85]"
2020-07-22T18:43:00+02:00,[60],[4.18]
2020-07-22T18:49:00+02:00,"[60,60]","[11.85,41.25]"
2020-07-22T18:52:00+02:00,"[60,60,60]","[0,6.12,17.46]"
2020-07-22T18:58:00+02:00,[60],[5.28]
2020-07-22T19:02:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[71.05,33.69,67.33,40.46,81.62,34.92,58.96,57.67,65.34,15.21,6.04,6.39,24.84,18.11]"
2020-07-22T19:18:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60]","[26.73,75.62,20.88,57.02,27.95,0,23.01,23.64,47.02,7.52,25.05,29.78,15.31]"
2020-07-22T19:32:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60]","[4.059,25.56,43.5,49.36,20.11,44.69,49.55,83.99,29.69,6.07,67.64,24.12]"
2020-07-22T19:50:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[44.9,35.37,71.67,57.09,22.81,26.22,25.51,43.76,28.13,4.74,34.48]"
2020-07-22T20:15:00+02:00,[60],[4.89]
2020-07-22T20:17:00+02:00,"[60,60,60,60,60,60]","[44.51,38.54,31.49,53.03,42.23,47.59]"
2020-07-22T20:24:00+02:00,"[60,60,60,60,60,60,60,60]","[44.16,26.46,16.54,25.32,41.4,23.32,11.74,3.61]"
2020-07-22T20:35:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60]","[49.02,61.7,29.46,53.09,23.52,44.19,40.17,71.33,38.94,14.57,25.81,25.51]"
2020-07-22T20:49:00+02:00,"[60,60]","[26.67,41.17]"
2020-07-22T20:51:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[63.78,59.92,71.91,53.55,59.38,56.14,33.79,69.73,62.57,45.24,65.99,32.6,32.229,21.62,8.119,8.96,5.46]"
2020-07-22T21:13:00+02:00,[60],[3.61]
2020-07-22T21:16:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[0,5.25,10.41,33.11,34,31.94,16.16,17.68,0,0,0]"
2020-07-22T21:28:00+02:00,"[60,60,60]","[11.77,69.35,5.38]"
2020-07-22T21:32:00+02:00,"[60,60]","[21.9,0]"
2020-07-22T21:35:00+02:00,[60],[4.43]
2020-07-22T21:40:00+02:00,[60],[11.55]
2020-07-22T22:01:00+02:00,[60],[9.12]
2020-07-22T22:03:00+02:00,[60],[8.28]
2020-07-23T08:28:00+02:00,[60],[9.08]
2020-07-23T08:30:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[6.07,6.91,8.63,36.41,23.5,39,7.55,31.11,31.88,23.07,49.12,46.73,74.75,36.97,16.16]"
2020-07-23T08:45:00+02:00,[60],[9.51]
2020-07-23T09:00:00+02:00,[60],[0]
2020-07-23T09:21:00+02:00,"[60,60]","[39.43,31.53]"
2020-07-23T09:24:00+02:00,"[60,60,60]","[5.58,52.11,13.75]"
2020-07-23T10:05:00+02:00,[60],[4.34]
2020-07-23T10:25:00+02:00,[60],[4.18]
2020-07-23T10:27:00+02:00,[60],[5.46]
2020-07-23T10:31:00+02:00,[60],[6.28]
2020-07-23T10:51:00+02:00,"[60,60]","[8.69,0]"
2020-07-23T10:57:00+02:00,[60],[7.97]
2020-07-23T11:19:00+02:00,[60],[4.14]
2020-07-23T11:29:00+02:00,[60],[4.1]
2020-07-23T11:57:00+02:00,[60],[5.07]
2020-07-23T12:17:00+02:00,"[60,60,60,60,60]","[4.26,11.37,22.37,0,9.6]"
2020-07-23T12:23:00+02:00,"[60,60]","[50.52,24.35]"
2020-07-23T12:28:00+02:00,[60],[8.119]
2020-07-23T12:37:00+02:00,[60],[4.39]
2020-07-23T12:40:00+02:00,"[60,60]","[0,0]"
2020-07-23T12:47:00+02:00,[60],[4.43]
2020-07-23T12:52:00+02:00,"[60,60]","[5.25,8.34]"
2020-07-23T12:58:00+02:00,[60],[0]
2020-07-23T13:00:00+02:00,[60],[0]
2020-07-23T13:02:00+02:00,"[60,60,60]","[40.35,68.14,32.009]"
2020-07-23T13:06:00+02:00,"[60,60,60,60]","[4.43,8.48,16.6,16.84]"
2020-07-23T13:19:00+02:00,[60],[11.55]
2020-07-23T13:21:00+02:00,[60],[5.68]
2020-07-23T13:23:00+02:00,[60],[0]
2020-07-23T13:26:00+02:00,"[60,60,60,60]","[0,17.75,12.57,8.34]"
2020-07-23T13:31:00+02:00,"[60,60,60,60,60,60,60,60,60,60]","[5.08,5.58,0,0,5.84,0,6.83,7.52,7.92,0]"
2020-07-23T13:42:00+02:00,[60],[0]
2020-07-23T13:44:00+02:00,[60],[9.69]
2020-07-23T14:01:00+02:00,"[60,60,60]","[9.76,6.43,8.52]"
2020-07-23T14:05:00+02:00,"[60,60]","[7.99,0]"
2020-07-23T14:08:00+02:00,"[60,60,60]","[0,6.23,0]"
2020-07-23T14:12:00+02:00,"[60,60,60]","[4.86,0,0]"
2020-07-23T14:16:00+02:00,"[60,60,60,60,60,60]","[4.059,22.71,0,9.8,6.34,13.98]"
2020-07-23T14:41:00+02:00,"[60,60,60]","[4.82,51.57,43.93]"
2020-07-23T14:46:00+02:00,[60],[19.82]
2020-07-23T14:48:00+02:00,[60],[18.23]
2020-07-23T14:51:00+02:00,[60],[12.06]
2020-07-23T14:53:00+02:00,"[60,60]","[16.01,0]"
2020-07-23T15:04:00+02:00,[60],[5.46]
2020-07-23T15:12:00+02:00,[60],[3.79]
2020-07-23T15:25:00+02:00,[60],[4.53]
2020-07-23T15:30:00+02:00,[60],[5.25]
2020-07-23T15:44:00+02:00,[60],[4.9]
2020-07-23T15:51:00+02:00,"[60,60,60,60,60,60,60,60]","[5.8,0,11.72,53.17,17.64,4.47,6.35,4.82]"
2020-07-23T16:04:00+02:00,[60],[6.56]
2020-07-23T16:28:00+02:00,"[60,60,60]","[11.81,42.25,5.03]"
2020-07-23T16:37:00+02:00,"[60,60,60,60,60,60]","[7.24,20.02,6.04,5.2,13.98,0]"
2020-07-23T16:45:00+02:00,"[60,60,60,60,60,60,60,60]","[60.92,54.84,17.09,18.48,94.2,78.63,23.74,25.25]"
2020-07-23T16:54:00+02:00,"[60,60]","[0,9.01]"
2020-07-23T16:57:00+02:00,"[60,60]","[7.38,1.49]"
2020-07-23T17:18:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[23.65,29.74,7.62,23.24,56.17,65.71,78.06,76.75,73.83,56.27,3.27]"
2020-07-23T17:46:00+02:00,"[60,60,60]","[0,21.6,17.94]"
2020-07-23T17:51:00+02:00,"[60,60,60]","[13.86,6.43,29.23]"
2020-07-23T17:56:00+02:00,"[60,60,60,60]","[9.88,4.57,15.51,9.59]"
2020-07-23T18:02:00+02:00,"[60,60]","[10.18,0]"
2020-07-23T18:05:00+02:00,"[60,60,60,60,60,60]","[0,0,0,6.17,35.65,69.09]"
2020-07-23T18:11:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[42.73,72.79,51.12,43.8,30.62,0,0,0,0,6.57,0]"
2020-07-23T18:24:00+02:00,[60],[0]
2020-07-23T18:26:00+02:00,[60],[0]
2020-07-23T18:28:00+02:00,"[60,60]","[4.019,5.93]"
2020-07-23T18:32:00+02:00,[60],[4.17]
2020-07-23T18:34:00+02:00,[60],[0]
2020-07-23T18:36:00+02:00,"[60,60,60]","[0,22.07,10.04]"
2020-07-23T18:49:00+02:00,[60],[11.53]
2020-07-23T19:38:00+02:00,"[60,60,60]","[9.16,4.82,8.84]"
2020-07-23T20:08:00+02:00,"[60,60,60]","[3.99,34.59,14.98]"
2020-07-23T20:13:00+02:00,"[60,60]","[14.43,5.66]"
2020-07-23T21:03:00+02:00,"[60,60,60]","[11.82,15.08,17.84]"
2020-07-23T21:08:00+02:00,"[60,60]","[13.8,4.63]"
2020-07-23T21:13:00+02:00,[60],[5.56]
2020-07-23T22:11:00+02:00,[60],[9.21]
2020-07-23T22:14:00+02:00,[60],[11.25]
2020-07-23T22:16:00+02:00,"[60,60]","[3.95,19.34]"
2020-07-23T22:20:00+02:00,[60],[9.29]
2020-07-24T08:31:00+02:00,[60],[3.64]
2020-07-24T08:35:00+02:00,"[60,60,60,60,60]","[8.16,10.47,3.73,10.14,12.68]"
2020-07-24T08:41:00+02:00,[60],[6.52]
2020-07-24T08:43:00+02:00,[60],[5.96]
2020-07-24T08:54:00+02:00,[60],[6.7]
2020-07-24T09:40:00+02:00,[60],[0]
2020-07-24T10:12:00+02:00,"[60,60,60]","[14.67,14.81,16.8]"
2020-07-24T10:16:00+02:00,[60],[5.46]
2020-07-24T10:31:00+02:00,[60],[6.07]
2020-07-24T10:33:00+02:00,[60],[11.42]
2020-07-24T11:09:00+02:00,"[60,60]","[4.3,7.59]"
2020-07-24T11:16:00+02:00,"[60,60]","[0,0]"
2020-07-24T11:25:00+02:00,[60],[6.17]
2020-07-24T11:46:00+02:00,[60],[4.9]
2020-07-24T11:58:00+02:00,[60],[5.54]
2020-07-24T12:21:00+02:00,"[60,60]","[6.43,7.92]"
2020-07-24T12:52:00+02:00,"[60,60]","[7.23,0]"
2020-07-24T13:07:00+02:00,[60],[0]
2020-07-24T13:09:00+02:00,"[60,60,60]","[0,14.19,6.02]"
2020-07-24T13:13:00+02:00,[60],[37.29]
2020-07-24T13:28:00+02:00,[60],[7.29]
2020-07-24T13:53:00+02:00,[60],[5.4]
2020-07-24T13:59:00+02:00,[60],[8.92]
2020-07-24T14:59:00+02:00,[60],[6.07]
2020-07-24T15:17:00+02:00,[60],[7.4]
2020-07-24T15:54:00+02:00,"[60,60]","[14.31,4.98]"
2020-07-24T15:59:00+02:00,[60],[5.35]
2020-07-24T16:15:00+02:00,[60],[7.34]
2020-07-24T17:03:00+02:00,"[60,60,60]","[6.39,0,9.55]"
2020-07-24T17:10:00+02:00,"[60,60]","[13.08,5.41]"
2020-07-24T17:35:00+02:00,[60],[6.28]
2020-07-24T17:55:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[25.41,27.46,0,31.33,29.84,0,19.78,22.87,0,38.12,21.14,54.07,29.67,51.04,37.07,0.61,44.1,20.29,23.73,101.79,26.85,46.7,39.56,30.24,31.96,14.67,0]"
2020-07-24T18:23:00+02:00,"[60,60]","[0,21.98]"
2020-07-24T18:26:00+02:00,"[60,60,60]","[26.72,12.04,31.03]"
2020-07-24T18:31:00+02:00,[60],[29.57]
2020-07-24T18:33:00+02:00,"[60,60,60,60,60]","[14.99,9.5,21.74,10.68,16.58]"
2020-07-24T18:40:00+02:00,"[60,60]","[0,10.2]"
2020-07-24T18:43:00+02:00,"[60,60,60,60]","[17.43,28.6,119.37,11.14]"
2020-07-24T18:50:00+02:00,"[60,60]","[10.57,7.67]"
2020-07-24T18:53:00+02:00,[60],[14.55]
2020-07-24T18:54:00+02:00,"[60,60,60,60,60,60,60,60]","[36.95,47.73,43.81,5.79,37.63,45.94,53.97,18.87]"
2020-07-24T19:03:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[28.76,41.6,42.66,39.86,9.72,60.02,49.13,37.22,19.07,49.6,34.76,62.62,26.48,32.09,45.92,7.79,23.56]"
2020-07-24T19:21:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[27.62,48.15,31.47,23.95,5.73,42.64,24.76,28.22,32.13,43.65,69.73,30.7,34.3,47.12,14.37,34.1]"
2020-07-24T19:39:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[33.57,31.29,23.43,42.09,39.6,20.73,36.14,32.439,50.6,57.19,61.57,64.42,56.23,17.13,48.97,41.28,18.68]"
2020-07-24T19:59:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[38.26,25.56,33.24,7.07,48.29,54.7,48.59,44.83,30.89,27.35,44.15,24.04,33.08,5.15,32.6,48.1,24.76,48.71,30.04,49.15,47.63,32.58,6.15,47.35,44.49,5.71,0,0,53.59,26.73,11.77,22.76,35.07,15.17,14.54,24.98,43.33,45.37,66.68,45.11,28.57,56.25,53.25,58.69,45.59,19.81,27.15,0,45.98,9.12]"
2020-07-24T20:50:00+02:00,[60],[7.48]
2020-07-24T20:54:00+02:00,[60],[4.26]
2020-07-24T21:00:00+02:00,"[60,60,60,60,60]","[4.82,21.98,5.3,66.77,19.72]"
2020-07-24T21:06:00+02:00,[60],[5.87]
2020-07-24T21:11:00+02:00,"[60,60,60,60,60]","[6.38,3.71,15.91,29.9,4.14]"
2020-07-24T21:36:00+02:00,"[60,60]","[7.42,42.07]"
